base_pwsid,system_name,resolved_pwsid,assignment_status
MI0003030,"HARRISON, CITY OF",MI0003030,reused_existing
MI0003040,HARRISON TOWNSHIP,MI0003040,reused_existing
MI0003050,"HARRISVILLE, CITY OF",MI0003050,reused_existing
MI0003060,HART,MI0003060,reused_existing
MI0003070,HARTFORD,MI0003070,reused_existing
MI0003073,HARTLAND HILLS CONDOMINIUMS,MI0003073,reused_existing
MI0003075,HARTLAND TOWNSHIP,MI0003075,reused_existing
MI0003080,HARVEST HILLS SUBDIVISION ASSO,MI0003080,reused_existing
MI0003090,HASTINGS,MI0003090,reused_existing
MI0003100,HAZEL PARK,MI0003100,reused_existing
MI0003110,HEMLOCK/RICHLAND TOWNSHIP,MI0003110,reused_existing
MI0003115,HEMINGWAY POINTE CLUB OWNERS ASSOCIATION,MI0003115,reused_existing
MI0003117,HERITAGE APARTMENTS,MI0003117,reused_existing
MI0003118,HERITAGE DRIVE APARTMENTS,MI0003118,reused_existing
MI0003120,HERMANSVILLE HOUSING COMM.,MI0003120,reused_existing
MI0003130,HESPERIA,MI0003130,reused_existing
MI0003131,HIDDEN GLEN APARTMENTS,MI0003131,reused_existing
MI0003132,HIDDEN HAMLET ASSOCIATION,MI0003132,reused_existing
MI0003134,HIGHFIELDS YOUTH CAMP,MI0003134,reused_existing
MI0003137,HIDDEN LAKES OF GREEN OAKS,MI0003137,reused_existing
MI0003138,HIGHLAND HAVEN/WOODSIDE APTS,MI0003138,reused_existing
MI0003139,HIGHLAND MEADOWVIEW APARTMENTS,MI0003139,reused_existing
MI0003140,HIGHLAND PARK,MI0003140,reused_existing
MI0003145,LAKESHORE EAST CONDOMINIUMS,MI0003145,reused_existing
MI0003160,"HILLMAN, VILLAGE OF",MI0003160,reused_existing
MI0003165,HILLS OF WALLOON ASSOCIATION,MI0003165,reused_existing
MI0003170,HILLSDALE,MI0003170,reused_existing
MI0003175,HILLVIEW ESTATES SUBDIVISION,MI0003175,reused_existing
MI0003190,HOLLAND BOARD OF PUBLIC WORKS,MI0003190,reused_existing
MI0003195,HOLLAND TOWNSHIP CONSOLIDATED,MI0003195,reused_existing
MI0003200,"HOLLY, VILLAGE OF",MI0003200,reused_existing
MI0003215,HOLTON COTTAGES,MI0003215,reused_existing
MI0003220,HOMER,MI0003220,reused_existing
MI0003223,HOMER TOWNSHIP,MI0003223,reused_existing
MI0003225,HOMESTEAD PINES HOMEOWNERS' ASSOCIATION,MI0003225,reused_existing
MI0003228,HOPE NETWORK - WEST LAKE- FACILITY,MI0003228,reused_existing
MI0003229,HORTON BAY CLUB,MI0003229,reused_existing
MI0003230,HOUGHTON,MI0003230,reused_existing
MI0003235,HOUGHTON CO MEMORIAL AIRPORT,MI0003235,reused_existing
MI0003237,HOUGHTON HEIGHTS MANOR,MI0003237,reused_existing
MI0003238,HOUGHTON LAKE TIMBER APTS.,MI0003238,reused_existing
MI0003240,HOWARD CITY,MI0003240,reused_existing
MI0003250,"HOWELL, CITY OF",MI0003250,reused_existing
MI0003270,TORCH LAKE TOWNSHIP,MI0003270,reused_existing
MI0003280,HUDSON,MI0003280,reused_existing
MI0003290,HUDSONVILLE,MI0003290,reused_existing
MI0003310,HUNTINGTON WOODS,MI0003310,reused_existing
MI0003312,HIGHLAND TOWNSHIP,MI0003312,reused_existing
MI0003315,HURON DUNES SUBDIVISION,MI0003315,reused_existing
MI0003320,HURON TWP,MI0003320,reused_existing
MI0003323,HURON TOWNSHIP (HURON COUNTY),MI0003323-a,assigned_new
MI0003330,PORTAGE TOWNSHIP (DS001),MI0003330-f,assigned_new
MI0003330,PORTAGE TOWNSHIP (DS002),MI0003330-g,assigned_new
MI0003340,"IMLAY CITY, CITY OF",MI0003340,reused_existing
MI0003342,INDEPENDENCE TOWNSHIP,MI0003342,reused_existing
MI0003350,STAMBAUGH TOWNSHIP-INDIAN LAKE,MI0003350,reused_existing
MI0003360,INKSTER,MI0003360,reused_existing
MI0003362,INLAND HOUSE CONDOMINIUM ASSOCIATION,MI0003362,reused_existing
MI0003365,INTERLOCHEN CENTER FOR THE ARTS,MI0003365,reused_existing
MI0003370,IONIA,MI0003370,reused_existing
MI0003390,IRA TOWNSHIP,MI0003390,reused_existing
MI0003400,IRON MOUNTAIN,MI0003400,reused_existing
MI0003410,IRON RIVER,MI0003410,reused_existing
MI0003420,IRONWOOD,MI0003420,reused_existing
MI0003430,IRONWOOD TOWNSHIP,MI0003430,reused_existing
MI0003435,LAKE ISABELLA WATER DIST. #1,MI0003435,reused_existing
MI0003440,ISHPEMING,MI0003440,reused_existing
MI0003450,ISHPEMING TWP - WEST,MI0003450,reused_existing
MI0003452,ISLANDVIEW HOME OWNERS ASSOCIATION,MI0003452,reused_existing
MI0003460,"ITHACA, CITY OF",MI0003460,reused_existing
MI0003470,JACKSON,MI0003470,reused_existing
MI0003474,JAMESTOWN TOWNSHIP,MI0003474,reused_existing
MI0003475,JAMES TOWNSHIP,MI0003475,reused_existing
MI0003490,JONESVILLE,MI0003490,reused_existing
MI0003505,JUNIPER HILLS CONDOMINIUMS,MI0003505,reused_existing
MI0003510,K I SAWYER,MI0003510,reused_existing
MI0003520,KALAMAZOO,MI0003520,reused_existing
MI0003525,KALAMAZOO LAKE SEWER & WATER AUTHORITY,MI0003525,reused_existing
MI0003545,KALCHIK ESTATES,MI0003545,reused_existing
MI0003550,"KALEVA, VILLAGE OF",MI0003550,reused_existing
MI0003560,"KALKASKA, VILLAGE OF",MI0003560,reused_existing
MI0003565,KAWKAWLIN TOWNSHIP,MI0003565,reused_existing
MI0003570,KAWKAWLIN METRO DIST WATER SUP,MI0003570,reused_existing
MI0003595,"KEEGO HARBOR, CITY OF",MI0003595,reused_existing
MI0003598,KELLOGG BIOLOGICAL STATION,MI0003598,reused_existing
MI0003615,KENT RIDGE APARTMENTS,MI0003615,reused_existing
MI0003620,KENTWOOD,MI0003620,reused_existing
MI0003628,KIMBALL TOWNSHIP,MI0003628,reused_existing
MI0003630,KINROSS TOWNSHIP,MI0003630,reused_existing
MI0003640,KINGSFORD,MI0003640,reused_existing
MI0003650,"KINGSLEY, VILLAGE OF",MI0003650,reused_existing
MI0003660,"KINGSTON, VILLAGE OF",MI0003660,reused_existing
MI0003666,KNORRWOOD KNOLLS SUBDIVISION,MI0003666,reused_existing
MI0003667,KOCHVILLE TOWNSHIP,MI0003667,reused_existing
MI0003670,L'ANSE,MI0003670,reused_existing
MI0003685,L'ARBRE CROCHE CLUB,MI0003685,reused_existing
MI0003690,LAGUNA VISTA SUBDIVISION,MI0003690,reused_existing
MI0003691,LAKE ANGELA CONDO APTS #3,MI0003691,reused_existing
MI0003692,LAKE ARROWHEAD ESTATES,MI0003692,reused_existing
MI0003693,LAKE ANGELA CONDO APTS #5,MI0003693,reused_existing
MI0003694,LAKE ANGELA CONDO APTS #4,MI0003694,reused_existing
MI0003695,LAKE BELLA VISTA,MI0003695,reused_existing
MI0003696,LAKE ANGELA CONDO APTS #6,MI0003696,reused_existing
MI0003700,"LAKE CITY, CITY OF",MI0003700,reused_existing
MI0003720,LAKE LINDEN,MI0003720,reused_existing
MI0003726,SOUTHWEST MICHIGAN REGIONAL SANITARY SEW,MI0003726,reused_existing
MI0003730,LAKE ODESSA,MI0003730,reused_existing
MI0003737,LAKE POINTE CONDOMINIUMS,MI0003737,reused_existing
MI0003740,"LAKE ORION, VILLAGE OF",MI0003740,reused_existing
MI0003741,LAKE CHARTER TOWNSHIP,MI0003741,reused_existing
MI0003742,LAKESIDE ESTATES SUBDIVISION,MI0003742,reused_existing
MI0003744,LAKESIDE CLUB CONDOMINIUMS,MI0003744,reused_existing
MI0003749,SPRINGS/PORTSMOUTH APARTMENTS,MI0003749,reused_existing
MI0003750,LAKEVIEW,MI0003750,reused_existing
MI0003751,LAKESHORE CONDOMINIUMS,MI0003751,reused_existing
MI0003752,LAKESIDE DEVELOPMENT,MI0003752,reused_existing
MI0003753,LAKESHORE HILLTOP APARTMENTS,MI0003753,reused_existing
MI0003755,LAKEVIEW APARTMENTS,MI0003755,reused_existing
MI0003757,LAKEWOOD BEACH COMMUNITY SERVICES CO.,MI0003757,reused_existing
MI0003760,LANSING BOARD OF WATER & LIGHT,MI0003760,reused_existing
MI0003770,LANSING TOWNSHIP,MI0003770,reused_existing
MI0003780,"LAPEER, CITY OF",MI0003780,reused_existing
MI0003794,LARKIN TOWNSHIP,MI0003794,reused_existing
MI0003800,LATHRUP VILLAGE,MI0003800,reused_existing
MI0003810,LAURIUM,MI0003810,reused_existing
MI0003820,LAWRENCE,MI0003820,reused_existing
MI0003829,LEELANAU CO LAW ENFORCEMENT CENTER,MI0003829,reused_existing
MI0003830,LAWTON,MI0003830,reused_existing
MI0003831,THE LEELANAU SCHOOL,MI0003831,reused_existing
MI0003836,LENOX TOWNSHIP,MI0003836,reused_existing
MI0003837,LEONI TOWNSHIP,MI0003837,reused_existing
MI0003838,LEE TOWNSHIP,MI0003838-a,assigned_new
MI0003840,"LESLIE, CITY OF",MI0003840,reused_existing
MI0003850,"LEXINGTON, VILLAGE OF",MI0003850,reused_existing
MI0003856,WORTH TOWNSHIP,MI0003856,reused_existing
MI0003857,DIVINE LIFE OF DEWITT,MI0003857-c,assigned_new
MI0003868,LINCOLN MANOR,MI0003868,reused_existing
MI0003870,LINCOLN PARK,MI0003870,reused_existing
MI0003880,CRYSTAL FALLS TOWNSHIP - LIND,MI0003880,reused_existing
MI0003890,"LINDEN, CITY OF",MI0003890,reused_existing
MI0003910,LINWOOD METROPOLITAN DISTRICT,MI0003910,reused_existing
MI0003920,LITCHFIELD,MI0003920,reused_existing
MI0003925,BLUE LAKE RESIDENCES,MI0003925,reused_existing
MI0003927,LITTLE TRAVERSE TOWNSHIP,MI0003927,reused_existing
MI0003929,LIVINGSTON COMMUNITY WATER AUTHORITY,MI0003929,reused_existing
MI0003930,LIVONIA,MI0003930,reused_existing
MI0003940,LOCH ALPINE SANITARY AUTHORITY,MI0003940,reused_existing
MI0003942,ISLAND LAKE APARTMENTS,MI0003942,reused_existing
MI0003943,LOCKPORT TOWNSHIP,MI0003943,reused_existing
MI0003946,LOOKING GLASS TERRACES APTS.,MI0003946,reused_existing
MI0003947,LONG LAKE VILLAGE SUBDIVISION,MI0003947,reused_existing
MI0003950,LOWELL,MI0003950,reused_existing
MI0003955,LOWELL TOWNSHIP,MI0003955,reused_existing
MI0003960,LUDINGTON,MI0003960-a,reused_existing
MI0003966,LYNX GOLF VIEW,MI0003966,reused_existing
MI0003967,LYONS,MI0003967,reused_existing
MI0003968,LYON TOWNSHIP,MI0003968,reused_existing
MI0003970,MACKINAC ISLAND,MI0003970,reused_existing
MI0003980,"MACKINAW CITY, VILLAGE OF",MI0003980,reused_existing
MI0003990,MACOMB TOWNSHIP,MI0003990,reused_existing
MI0004000,MADISON HEIGHTS,MI0004000,reused_existing
MI0004006,MADISON TOWNSHIP,MI0004006,reused_existing
MI0004010,MANCELONA AREA WATER AND SEWER AUTHORITY,MI0004010,reused_existing
MI0004020,MANCHESTER,MI0004020,reused_existing
MI0004030,"MANISTEE, CITY OF",MI0004030,reused_existing
MI0004040,MANISTIQUE,MI0004040,reused_existing
MI0004042,MANITOU LAKE APARTMENTS,MI0004042,reused_existing
MI0004045,COUNTRY EDEN  L.L.C.,MI0004045,reused_existing
MI0004050,"MANTON, CITY OF",MI0004050,reused_existing
MI0004053,MAPLE GROVE APARTMENTS,MI0004053,reused_existing
MI0004060,"MAPLE RAPIDS, VILLAGE OF",MI0004060,reused_existing
MI0004063,MAPLE RIDGE TOWNSHIP,MI0004063,reused_existing
MI0004069,MAPLEWOOD RIDGE CONDOMINIUMS,MI0004069,reused_existing
MI0004070,MARCELLUS,MI0004070,reused_existing
MI0004080,MARENISCO TOWNSHIP,MI0004080,reused_existing
MI0004090,MARINE CITY,MI0004090,reused_existing
MI0004095,RIVERFRONT CONDOS OF NILES,MI0004095,reused_existing
MI0004098,MHOG SEWER & WATER AUTHORITY,MI0004098,reused_existing
MI0004100,"MARION, VILLAGE OF",MI0004100,reused_existing
MI0004110,"MARLETTE, CITY OF",MI0004110,reused_existing
MI0004120,MARQUETTE,MI0004120,reused_existing
MI0004140,MARQUETTE TOWNSHIP (DS001),MI0004140-f,assigned_new
MI0004140,MARQUETTE TOWNSHIP (DS002),MI0004140-g,assigned_new
MI0004150,MARSHALL (DS001),MI0004150-a,assigned_new
MI0004152,MATHIAS TOWNSHIP,MI0004152,reused_existing
MI0004155,MARTIN,MI0004155,reused_existing
MI0004160,"MARYSVILLE, CITY OF",MI0004160,reused_existing
MI0004170,"MASON, CITY OF",MI0004170,reused_existing
MI0004173,RAPID RIVER HOUSING COMMISSION,MI0004173-a,assigned_new
MI0004177,MATTAWAN,MI0004177,reused_existing
MI0004180,"MAYVILLE, VILLAGE OF",MI0004180,reused_existing
MI0004190,"MCBAIN, CITY OF",MI0004190,reused_existing
MI0004215,"MELROSE-CHANDLER WATER, LLC",MI0004215,reused_existing
MI0004220,MELVINDALE,MI0004220,reused_existing
MI0004230,"MEMPHIS, CITY OF",MI0004230,reused_existing
MI0004240,MENDON,MI0004240,reused_existing
MI0004250,MENOMINEE,MI0004250,reused_existing
MI0004260,MERIDIAN TOWNSHIP,MI0004260,reused_existing
MI0004276,"MERRILL, VILLAGE OF",MI0004276,reused_existing
MI0004280,MERRITT TOWNSHIP,MI0004280,reused_existing
MI0004310,"MESICK, VILLAGE OF",MI0004310,reused_existing
MI0004312,"METAMORA, VILLAGE OF",MI0004312,reused_existing
MI0004320,MICHIANA,MI0004320,reused_existing
MI0004340,MICHIGAN STATE UNIVERSITY (DS001),MI0004340-d,assigned_new
MI0004340,MICHIGAN STATE UNIVERSITY (DS002),MI0004340-e,assigned_new
MI0004353,MICHINDOH CONFERENCE CENTER (DS001),MI0004353-a,assigned_new
MI0004353,MICHINDOH CONFERENCE CENTER (DS002),MI0004353-b,assigned_new
MI0004360,MIDDLEVILLE,MI0004360,reused_existing
MI0004370,"MIDLAND, CITY OF",MI0004370,reused_existing
MI0004375,"MIDLAND CO., WATER DIST. NO. 1 OF",MI0004375,reused_existing
MI0004377,MIDLAND CHARTER TOWNSHIP,MI0004377,reused_existing
MI0004380,MILAN,MI0004380,reused_existing
MI0004390,"MILFORD, VILLAGE OF",MI0004390,reused_existing
MI0004397,"MILLERSBURG, VILLAGE OF",MI0004397,reused_existing
MI0004400,"MILLINGTON, VILLAGE OF",MI0004400,reused_existing
MI0004403,MILLPOINTE OF HARTLAND,MI0004403,reused_existing
MI0004404,MILLS TOWNSHIP,MI0004404,reused_existing
MI0004410,"MINDEN CITY, VILLAGE OF",MI0004410,reused_existing
MI0004419,MAPLEWOOD AND STONE MANORS,MI0004419,reused_existing
MI0004428,MISTY COVE SENIOR APARTMENTS,MI0004428,reused_existing
MI0004440,MONITOR TOWNSHIP,MI0004440,reused_existing
MI0004450,MONROE,MI0004450,reused_existing
MI0004455,MONROE SOUTH COUNTY,MI0004455,reused_existing
MI0004470,MONTAGUE,MI0004470,reused_existing
MI0004480,"MONTROSE, CITY OF",MI0004480,reused_existing
MI0004490,MORENCI,MI0004490,reused_existing
MI0004510,"MOUNT CLEMENS, CITY OF",MI0004510,reused_existing
MI0004520,"MOUNT MORRIS, CITY OF",MI0004520,reused_existing
MI0004530,MOUNT PLEASANT,MI0004530,reused_existing
MI0004550,MUIR,MI0004550,reused_existing
MI0004560,MUNISING,MI0004560,reused_existing
MI0004561,MUNISING INDUSTRIAL PARK,MI0004561,reused_existing
MI0004570,MUSKEGON,MI0004570,reused_existing
MI0004577,MUSK CO NORTHSIDE WATER SYSTEM,MI0004577,reused_existing
MI0004580,MUSKEGON HEIGHTS,MI0004580,reused_existing
MI0004590,MUSKEGON CO EASTSIDE WATER SYSTEM,MI0004590,reused_existing
MI0004595,MYSTIC RIDGE L.L.C.,MI0004595,reused_existing
MI0004596,MYSTIC VIEW APARTMENTS,MI0004596,reused_existing
MI0004600,NAHMA TOWNSHIP,MI0004600,reused_existing
MI0004605,NAPOLEON TOWNSHIP,MI0004605,reused_existing
MI0004610,IRON RIVER TOWNSHIP-NASH,MI0004610,reused_existing
MI0004620,NASHVILLE,MI0004620,reused_existing
MI0004640,TILDEN TOWNSHIP,MI0004640,reused_existing
MI0004647,NAZARENE CAMP,MI0004647,reused_existing
MI0004650,NEGAUNEE,MI0004650,reused_existing
MI0004655,NEGAUNEE TOWNSHIP,MI0004655,reused_existing
MI0004670,"NEW BALTIMORE, CITY OF",MI0004670,reused_existing
MI0004680,NEW BUFFALO,MI0004680,reused_existing
MI0004685,NEW BUFFALO TOWNSHIP,MI0004685,reused_existing
MI0004690,"NEW HAVEN, VILLAGE OF",MI0004690,reused_existing
MI0004700,"NEW LOTHROP, VILLAGE OF",MI0004700,reused_existing
MI0004710,NEWAYGO,MI0004710,reused_existing
MI0004720,NEWBERRY WATER & LIGHT,MI0004720,reused_existing
MI0004730,NEWBERRY CORRECTIONAL FACILITY,MI0004730,reused_existing
MI0004740,NILES (DS001),MI0004740-g,assigned_new
MI0004740,NILES (DS002),MI0004740-h,assigned_new
MI0004750,NILES TOWNSHIP (DS001),MI0004750-d,assigned_new
MI0004750,NILES TOWNSHIP (DS002),MI0004750-e,assigned_new
MI0004753,NINE MILE POINTE,MI0004753,reused_existing
MI0004760,PENNFIELD TOWNSHIP,MI0004760,reused_existing
MI0004770,"NORTH BRANCH, VILLAGE OF",MI0004770,reused_existing
MI0004775,ISHPEMING TWP - EAST,MI0004775,reused_existing
MI0004778,ARBOR VIEW,MI0004778-a,reused_existing
MI0004780,NORTH MUSKEGON,MI0004780,reused_existing
MI0004800,UPPER MICHIGAN WATER COMPANY,MI0004800-b,reused_existing
MI0004810,"NORTHPORT, VILLAGE OF",MI0004810,reused_existing
MI0004820,NORTHPORT COTTAGE OWNERS,MI0004820,reused_existing
MI0004830,NORTHVILLE,MI0004830,reused_existing
MI0004845,NORTHVILLE TOWNSHIP,MI0004845,reused_existing
MI0004850,NORTON SHORES,MI0004850,reused_existing
MI0004860,NORWAY,MI0004860,reused_existing
MI0004870,"NOVI, CITY OF",MI0004870,reused_existing
MI0004873,STREAMS OF LIGHT INTERNATIONAL,MI0004873-a,assigned_new
MI0004874,OAK LEAF MANOR,MI0004874,reused_existing
MI0004876,OAK LANE APARTMENTS,MI0004876,reused_existing
MI0004877,SOUTHEAST OAKLAND TOWNSHIP (DS001),MI0004877-f,assigned_new
MI0004877,SOUTHEAST OAKLAND TOWNSHIP (DS002),MI0004877-g,assigned_new
MI0004878,SOUTHWEST OAKLAND TOWNSHIP,MI0004878,reused_existing
MI0004880,OAK PARK,MI0004880,reused_existing
MI0004890,SOUTH SHORE WATER SYSTEM,MI0004890,reused_existing
MI0004935,OGEMAW TOWNSHIP,MI0004935,reused_existing
MI0004960,OLD FARM COLONY WATER ASSOCIATION,MI0004960,reused_existing
MI0004989,OLIVE/BLENDON TWPS,MI0004989,reused_existing
MI0004990,"OLIVET, CITY OF",MI0004990,reused_existing
MI0005005,"OMER, CITY OF",MI0005005,reused_existing
MI0005010,"ONAWAY, CITY OF",MI0005010,reused_existing
MI0005020,ONSTED,MI0005020,reused_existing
MI0005030,ONTONAGON,MI0005030,reused_existing
MI0005031,ORCHARD LAKE VILLAGE,MI0005031,reused_existing
MI0005033,HUNTMORE ESTATES,MI0005033,reused_existing
MI0005034,ORONOKO TOWNSHIP,MI0005034,reused_existing
MI0005035,ORION TOWNSHIP,MI0005035,reused_existing
MI0005037,OSBORN LAKE ESTATES,MI0005037,reused_existing
MI0005039,ORCHARD PLACE MANOR APARTMENTS,MI0005039,reused_existing
MI0005040,OSCODA TOWNSHIP,MI0005040,reused_existing
MI0005050,"OTISVILLE, VILLAGE OF",MI0005050,reused_existing
MI0005060,OTSEGO,MI0005060,reused_existing
MI0005065,OTSEGO TOWNSHIP,MI0005065,reused_existing
MI0005100,"OVID, CITY OF",MI0005100,reused_existing
MI0005110,"OWENDALE, VILLAGE OF",MI0005110,reused_existing
MI0005120,"OWOSSO, CITY OF",MI0005120,reused_existing
MI0005130,"OXFORD, VILLAGE OF",MI0005130,reused_existing
MI0005136,OXFORD VILLAGE CONDOMINIUMS,MI0005136,reused_existing
MI0005138,OXFORD TOWNSHIP,MI0005138,reused_existing
MI0005150,OYSTER POINTE CONDOMINIUMS,MI0005150,reused_existing
MI0005160,RICHMOND TOWNSHIP,MI0005160,reused_existing
MI0005180,MAN NOR FARMS SUBDIVISION,MI0005180,reused_existing
MI0005204,"PARMA, VILLAGE OF",MI0005204,reused_existing
MI0005205,PARMA TOWNSHIP-AMBERTON VILL.,MI0005205,reused_existing
MI0005209,PAW PAW APTS - WEST MAPLE LAKE  (DS001),MI0005209-e,assigned_new
MI0005209,PAW PAW APTS - WEST MAPLE LAKE (DS002),MI0005209-f,assigned_new
MI0005210,PAW PAW,MI0005210,reused_existing
MI0005220,"PECK, VILLAGE OF",MI0005220,reused_existing
MI0005229,THE PENINSULA DEVELOPMENT LLC,MI0005229,reused_existing
MI0005232,PENNFIELD TWP-CONVIS/VERONA,MI0005232,reused_existing
MI0005233,PENINSULA TOWNSHIP,MI0005233,reused_existing
MI0005234,CASS COUNTY WATER SYSTEM,MI0005234,reused_existing
MI0005235,PENNY LAKE ESTATES SUBDIVISION,MI0005235,reused_existing
MI0005240,PENTLAND TOWNSHIP,MI0005240,reused_existing
MI0005260,PENTWATER,MI0005260,reused_existing
MI0005267,PERE MARQUETTE TWP - CUSTOMER,MI0005267,reused_existing
MI0005268,PERE MARQUETTE TWP - WELLS,MI0005268,reused_existing
MI0005270,"PERRINTON, VILLAGE OF",MI0005270,reused_existing
MI0005280,"PERRY, CITY OF",MI0005280,reused_existing
MI0005290,PETERSBURG,MI0005290,reused_existing
MI0005300,"PETOSKEY, CITY OF",MI0005300,reused_existing
MI0005305,PETOSKEY PARK APARTMENTS,MI0005305,reused_existing
MI0005310,PEWAMO,MI0005310,reused_existing
MI0005315,PHEASANT RUN MANOR APARTMENTS,MI0005315,reused_existing
MI0005320,"PIGEON, VILLAGE OF",MI0005320,reused_existing
MI0005322,"PINCKNEY, VILLAGE OF",MI0005322,reused_existing
MI0005330,"PINCONNING, CITY OF",MI0005330,reused_existing
MI0005335,PINCONNING TOWNSHIP,MI0005335,reused_existing
MI0005345,PINECREST APARTMENTS,MI0005345,reused_existing
MI0005349,"COTTAGE HS, LLC (PINEVIEW COTTAGE)",MI0005349,reused_existing
MI0005351,PINEVIEW HOMES,MI0005351,reused_existing
MI0005353,PINEHURST APARTMENTS,MI0005353,reused_existing
MI0005355,PIRATES COVE CONDOMINIUMS,MI0005355,reused_existing
MI0005360,PITTSFIELD TOWNSHIP,MI0005360,reused_existing
MI0005370,PLAINFIELD TOWNSHIP,MI0005370,reused_existing
MI0005380,PLAINWELL,MI0005380,reused_existing
MI0005390,PLEASANT RIDGE,MI0005390,reused_existing
MI0005395,GREEN BROOK ESTATES,MI0005395,reused_existing
MI0005397,PLUM CREEK SUB,MI0005397,reused_existing
MI0005400,PLYMOUTH,MI0005400,reused_existing
MI0005420,PLYMOUTH TOWNSHIP,MI0005420,reused_existing
MI0005425,POINT NIPIGON RESORT,MI0005425,reused_existing
MI0005427,POLKTON TOWNSHIP,MI0005427,reused_existing
MI0005430,POINTE AUX BARQUES TOWNSHIP,MI0005430,reused_existing
MI0005440,PONTIAC,MI0005440,reused_existing
MI0005445,LAKEVIEW CHALET CONDOMINIUMS,MI0005445,reused_existing
MI0005450,AUBURN HILLS,MI0005450,reused_existing
MI0005460,PORT AUSTIN AREA SEWER & WATER,MI0005460,reused_existing
MI0005475,PORT HOPE-GORE-RUBICON U. A.,MI0005475,reused_existing
MI0005480,"PORT HURON, CITY OF",MI0005480,reused_existing
MI0005490,PORT HURON TOWNSHIP,MI0005490,reused_existing
MI0005500,"PORT SANILAC, VILLAGE OF",MI0005500,reused_existing
MI0005520,PORTAGE,MI0005520,reused_existing
MI0005527,PORTAGE POINT INN,MI0005527,reused_existing
MI0005530,PORTLAND,MI0005530,reused_existing
MI0005540,PORTSMOUTH TOWNSHIP,MI0005540,reused_existing
MI0005543,"POSEN, VILLAGE OF",MI0005543,reused_existing
MI0005549,LAKE MICHIGAN BEACH RESORT POTTAWATTAMIE,MI0005549,reused_existing
MI0005550,"POTTERVILLE, CITY OF",MI0005550,reused_existing
MI0005563,POWERS-SPALDING WATER AUTHORITY,MI0005563,reused_existing
MI0005566,PRAIRIE VILLAGE APARTMENTS,MI0005566,reused_existing
MI0005570,PRESCOTT-HIDDEN CREEK MANOR,MI0005570,reused_existing
MI0005573,OAKLAND HUNT SUBDIVISION,MI0005573,reused_existing
MI0005575,PRESQUE ISLE HARBOR WATER CO.,MI0005575,reused_existing
MI0005577,LAKESHORE VILLAGE SUBDIVISION,MI0005577,reused_existing
MI0005580,QUINCY,MI0005580,reused_existing
MI0005585,FRANKLIN-QUINCY WATER AUTHORITY,MI0005585,reused_existing
MI0005590,QUINNESEC,MI0005590,reused_existing
MI0005600,BESSEMER TOWNSHIP,MI0005600,reused_existing
MI0005606,WEST PARK APARTMENTS,MI0005606,reused_existing
MI0005607,RAPID RIVER MEADOWS,MI0005607,reused_existing
MI0005610,RAVENNA,MI0005610,reused_existing
MI0005620,READING,MI0005620,reused_existing
MI0005640,REDFORD TOWNSHIP,MI0005640,reused_existing
MI0005650,"REED CITY, CITY OF",MI0005650,reused_existing
MI0005655,REMUS APARTMENT COMPANY,MI0005655,reused_existing
MI0005660,REPUBLIC TOWNSHIP,MI0005660,reused_existing
MI0005670,"RICHMOND, CITY OF",MI0005670,reused_existing
MI0005673,RIDGEWAY,MI0005673,reused_existing
MI0005675,RIGA TOWNSHIP,MI0005675,reused_existing
MI0005680,FRANKLIN TOWNSHIP,MI0005680,reused_existing
MI0005690,RIVER ROUGE,MI0005690,reused_existing
MI0005692,RIVERBROOKE HOMEOWNERS ASSOCIATION,MI0005692-a,assigned_new
MI0005710,RIVERVIEW,MI0005710,reused_existing
MI0005712,RIVERWALK DEVELOPMENT,MI0005712,reused_existing
MI0005720,ROCHESTER,MI0005720,reused_existing
MI0005723,ROCHESTER EAST,MI0005723,reused_existing
MI0005730,ROCKFORD,MI0005730,reused_existing
MI0005740,ROCKLAND TOWNSHIP,MI0005740,reused_existing
MI0005750,ROCKWOOD,MI0005750,reused_existing
MI0005760,IRON RIVER TOWNSHIP-RYDEN ROAD,MI0005760,reused_existing
MI0005770,"ROGERS CITY, CITY OF",MI0005770,reused_existing
MI0005775,ROLLING MEADOWS WATER ASSN.,MI0005775,reused_existing
MI0005780,"ROMEO, VILLAGE OF  (DS001)",MI0005780-f,assigned_new
MI0005780,"ROMEO, VILLAGE OF (DS003)",MI0005780-g,assigned_new
MI0005785,ROMULUS,MI0005785,reused_existing
MI0005800,ROOSEVELT PARK,MI0005800,reused_existing
MI0005810,"ROSCOMMON, VILLAGE OF",MI0005810,reused_existing
MI0005815,"ROSE CITY, CITY OF",MI0005815,reused_existing
MI0005816,ROSE HILL CENTER,MI0005816,reused_existing
MI0005819,HIDDEN SHORES WEST,MI0005819,reused_existing
MI0005820,"ROSEVILLE, CITY OF",MI0005820,reused_existing
MI0005821,ROSEVILLE APARTMENTS,MI0005821,reused_existing
MI0005823,ROSEBUSH ESTATES APARTMENTS,MI0005823,reused_existing
MI0005824,ROSEBUSH MANOR,MI0005824-a,reused_existing
MI0005830,"ROYAL OAK, CITY OF",MI0005830,reused_existing
MI0005840,ROYAL OAK TOWNSHIP,MI0005840,reused_existing
MI0005841,ROYAL VIEW RETIREMENT VILLAGE,MI0005841,reused_existing
MI0005844,RUDYARD TOWNSHIP,MI0005844,reused_existing
MI0005849,SADDLE RIDGE CONDO ASSOC.,MI0005849,reused_existing
