base_pwsid,resolved_pwsid,system_name,display_name,county,monitoring_end_date,year,lead_90th_ppb,above_action_level,lines_replaced,inventory_year,inventory_lead,inventory_gpcl,inventory_unknown,total_to_identify_or_replace,inventory_complete_flag
MI0040466,MI0040466,SUNRISE MHP,SUNRISE MHP,ST CLAIR,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040466,MI0040466,SUNRISE MHP,SUNRISE MHP,ST. CLAIR,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040469,MI0040469,HICKORY LANE MOBILE HOME PARK,HICKORY LANE MOBILE HOME PARK,ST JOSEPH,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0040469,MI0040469,HICKORY LANE MOBILE HOME PARK,HICKORY LANE MOBILE HOME PARK,ST JOSEPH,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0040469,MI0040469,HICKORY LANE MOBILE HOME PARK,HICKORY LANE MOBILE HOME PARK,ST. JOSEPH,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0040470,MI0040470,MEMORY LANE MOBILE HOME PARK,MEMORY LANE MOBILE HOME PARK,ST JOSEPH,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040470,MI0040470,MEMORY LANE MOBILE HOME PARK,MEMORY LANE MOBILE HOME PARK,ST. JOSEPH,2020-12-31,2020,3.0,False,,2025.0,,,,,
MI0040470,MI0040470,MEMORY LANE MOBILE HOME PARK,MEMORY LANE MOBILE HOME PARK,ST. JOSEPH,2023-12-31,2023,3.0,False,,2025.0,,,,,
MI0040471,MI0040471,KLINES RESORT,KLINES RESORT,ST JOSEPH,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040471,MI0040471,KLINES RESORT,KLINES RESORT,ST JOSEPH,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040471,MI0040471,KLINES RESORT,KLINES RESORT,ST. JOSEPH,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040472,MI0040472,MICHIANA MOBILE HOME PARK,MICHIANA MOBILE HOME PARK,ST JOSEPH,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040472,MI0040472,MICHIANA MOBILE HOME PARK,MICHIANA MOBILE HOME PARK,ST JOSEPH,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040472,MI0040472,MICHIANA MOBILE HOME PARK,MICHIANA MOBILE HOME PARK,ST. JOSEPH,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0040474,MI0040474,SWEET LAKE MOBILE HOME PARK,SWEET LAKE MOBILE HOME PARK,ST JOSEPH,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040474,MI0040474,SWEET LAKE MOBILE HOME PARK,SWEET LAKE MOBILE HOME PARK,ST JOSEPH,2020-12-31,2020,1.0,False,,2025.0,,,,,
MI0040474,MI0040474,SWEET LAKE MOBILE HOME PARK,SWEET LAKE MOBILE HOME PARK,ST. JOSEPH,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040476,MI0040476,GOLDEN POND ESTATES,GOLDEN POND ESTATES,ST JOSEPH,2017-12-31,2017,6.0,False,,2025.0,,,,,
MI0040476,MI0040476,GOLDEN POND ESTATES,GOLDEN POND ESTATES,ST JOSEPH,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040476,MI0040476,GOLDEN POND ESTATES,GOLDEN POND ESTATES,ST. JOSEPH,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040477,MI0040477,WASHBURN LAKE VILLAGE MHP,WASHBURN LAKE VILLAGE MHP,ST JOSEPH,2016-12-31,2016,2.0,False,,2025.0,,,,,
MI0040477,MI0040477,WASHBURN LAKE VILLAGE MHP,WASHBURN LAKE VILLAGE MHP,ST JOSEPH,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0040477,MI0040477,WASHBURN LAKE VILLAGE MHP,WASHBURN LAKE VILLAGE MHP,ST JOSEPH,2022-09-30,2022,267.0,True,,2025.0,,,,,
MI0040477,MI0040477,WASHBURN LAKE VILLAGE MHP,WASHBURN LAKE VILLAGE MHP,ST. JOSEPH,2022-12-31,2022,267.0,True,,2025.0,,,,,
MI0040477,MI0040477,WASHBURN LAKE VILLAGE MHP,WASHBURN LAKE VILLAGE MHP,ST. JOSEPH,2023-06-30,2023,1.0,False,,2025.0,,,,,
MI0040477,MI0040477,WASHBURN LAKE VILLAGE MHP,WASHBURN LAKE VILLAGE MHP,ST. JOSEPH,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0040479,MI0040479,PEBBLE CREEK MOBILE HOME PARK,PEBBLE CREEK MOBILE HOME PARK,TUSCOLA,2017-12-31,2017,2.0,False,,,,,,,
MI0040480,MI0040480,WOOD VALLEY,WOOD VALLEY,TUSCOLA,2017-12-31,2017,1.0,False,,2025.0,,,,,
MI0040480,MI0040480,WOOD VALLEY,WOOD VALLEY,TUSCOLA,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040480,MI0040480,WOOD VALLEY,WOOD VALLEY,TUSCOLA,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040481,MI0040481,PINE CREST MOBILE HOME PARK,PINE CREST MOBILE HOME PARK,TUSCOLA,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0040481,MI0040481,PINE CREST MOBILE HOME PARK,PINE CREST MOBILE HOME PARK,TUSCOLA,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0040481,MI0040481,PINE CREST MOBILE HOME PARK,PINE CREST MOBILE HOME PARK,TUSCOLA,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0040481,MI0040481,PINE CREST MOBILE HOME PARK,PINE CREST MOBILE HOME PARK,TUSCOLA,2025-12-31,2025,1.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0040482,MI0040482-b,RIVERVIEW PARK,RIVERVIEW PARK,TUSCOLA,2018-12-31,2018,1.0,False,,2025.0,,,,,
MI0040482,MI0040482-b,RIVERVIEW PARK,RIVERVIEW PARK,TUSCOLA,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0040482,MI0040482-a,CARO RIVERVIEW MHP LLC,CARO RIVERVIEW MHP LLC,TUSCOLA,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0040484,MI0040484,EVERGREEN ESTATES,EVERGREEN ESTATES,TUSCOLA,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040484,MI0040484,EVERGREEN ESTATES,EVERGREEN ESTATES,TUSCOLA,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040484,MI0040484,EVERGREEN ESTATES,EVERGREEN ESTATES,TUSCOLA,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0040488,MI0040488,COUNTRY HOLIDAY ESTATES,COUNTRY HOLIDAY ESTATES,VAN BUREN,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040488,MI0040488,COUNTRY HOLIDAY ESTATES,COUNTRY HOLIDAY ESTATES,VAN BUREN,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040488,MI0040488,COUNTRY HOLIDAY ESTATES,COUNTRY HOLIDAY ESTATES,VAN BUREN,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040490,MI0040490,PROSPECT MANOR MHC,PROSPECT MANOR MHC,VAN BUREN,2017-12-31,2017,1.0,False,,2025.0,,,,,
MI0040490,MI0040490,PROSPECT MANOR MHC,PROSPECT MANOR MHC,VAN BUREN,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040490,MI0040490,PROSPECT MANOR MHC,PROSPECT MANOR MHC,VAN BUREN,2023-12-31,2023,6.0,False,,2025.0,,,,,
MI0040491,MI0040491,PORT OF CALL - WEST,PORT OF CALL - WEST,VAN BUREN,2016-12-31,2016,5.0,False,,2025.0,,,,,
MI0040491,MI0040491,PORT OF CALL - WEST,PORT OF CALL - WEST,VAN BUREN,2019-12-31,2019,4.0,False,,2025.0,,,,,
MI0040491,MI0040491,PORT OF CALL - WEST,PORT OF CALL - WEST,VAN BUREN,2020-06-30,2020,3.0,False,,2025.0,,,,,
MI0040491,MI0040491,PORT OF CALL - WEST,PORT OF CALL - WEST,VAN BUREN,2021-06-30,2021,5.0,False,,2025.0,,,,,
MI0040491,MI0040491,PORT OF CALL - WEST,PORT OF CALL - WEST,VAN BUREN,2021-12-31,2021,3.0,False,,2025.0,,,,,
MI0040491,MI0040491,PORT OF CALL - WEST,PORT OF CALL - WEST,VAN BUREN,2022-12-31,2022,2.0,False,,2025.0,,,,,
MI0040491,MI0040491,PORT OF CALL - WEST,PORT OF CALL - WEST,VAN BUREN,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0040491,MI0040491,PORT OF CALL - WEST,PORT OF CALL - WEST,VAN BUREN,2024-12-31,2024,6.0,False,,2025.0,,,,,
MI0040491,MI0040491,PORT OF CALL - WEST,PORT OF CALL - WEST,VAN BUREN,2025-12-31,2025,3.0,False,,2025.0,,,,,False
MI0040494,MI0040494,PHELPS MOBILE HOME VILLA,PHELPS MOBILE HOME VILLA,VAN BUREN,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040494,MI0040494,PHELPS MOBILE HOME VILLA,PHELPS MOBILE HOME VILLA,VAN BUREN,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040494,MI0040494,PHELPS MOBILE HOME VILLA,PHELPS MOBILE HOME VILLA,VAN BUREN,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0040494,MI0040494,PHELPS MOBILE HOME VILLA,PHELPS MOBILE HOME VILLA,VAN BUREN,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0040495,MI0040495,RUSH LAKE MHP/CAMPGROUND,RUSH LAKE MHP/CAMPGROUND,VAN BUREN,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0040495,MI0040495,RUSH LAKE MHP/CAMPGROUND,RUSH LAKE MHP/CAMPGROUND,VAN BUREN,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040495,MI0040495,RUSH LAKE MHP/CAMPGROUND,RUSH LAKE MHP/CAMPGROUND,VAN BUREN,2023-12-31,2023,8.0,False,,2025.0,,,,,
MI0040495,MI0040495,RUSH LAKE MHP/CAMPGROUND,RUSH LAKE MHP/CAMPGROUND,VAN BUREN,2023-12-31,2023,8.0,False,,2025.0,,,,,
MI0040496,MI0040496,SHADY BROOK MOBILE HOME PARK,SHADY BROOK MOBILE HOME PARK,VAN BUREN,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0040496,MI0040496,SHADY BROOK MOBILE HOME PARK,SHADY BROOK MOBILE HOME PARK,VAN BUREN,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0040496,MI0040496,SHADY BROOK MOBILE HOME PARK,SHADY BROOK MOBILE HOME PARK,VAN BUREN,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0040497,MI0040497,THREE MILE LAKE TRAILER PARK,THREE MILE LAKE TRAILER PARK,VAN BUREN,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0040497,MI0040497,THREE MILE LAKE TRAILER PARK,THREE MILE LAKE TRAILER PARK,VAN BUREN,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0040497,MI0040497,THREE MILE LAKE TRAILER PARK,THREE MILE LAKE TRAILER PARK,VAN BUREN,2024-12-31,2024,4.0,False,,2025.0,,,,,
MI0040498,MI0040498,VIKING RIVER MOBILE HOME PARK,VIKING RIVER MOBILE HOME PARK,VAN BUREN,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0040498,MI0040498,VIKING RIVER MOBILE HOME PARK,VIKING RIVER MOBILE HOME PARK,VAN BUREN,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0040498,MI0040498,VIKING RIVER MOBILE HOME PARK,VIKING RIVER MOBILE HOME PARK,VAN BUREN,2024-12-31,2024,2.0,False,,2025.0,,,,,
MI0040500,MI0040500,WHISPERING PINES ESTATES,WHISPERING PINES ESTATES,VAN BUREN,2018-12-31,2018,4.0,False,,2025.0,,,,,
MI0040500,MI0040500,WHISPERING PINES ESTATES,WHISPERING PINES ESTATES,VAN BUREN,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0040500,MI0040500,WHISPERING PINES ESTATES,WHISPERING PINES ESTATES,VAN BUREN,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0040501,MI0040501,WOLF LAKE MOBILE HOME PARK,WOLF LAKE MOBILE HOME PARK,VAN BUREN,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0040501,MI0040501,WOLF LAKE MOBILE HOME PARK,WOLF LAKE MOBILE HOME PARK,VAN BUREN,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0040501,MI0040501,WOLF LAKE MOBILE HOME PARK,WOLF LAKE MOBILE HOME PARK,VAN BUREN,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0040501,MI0040501-a,WOLF LAKE ESTATES,WOLF LAKE ESTATES,VAN BUREN,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0040503,MI0040503,ORCHARD GROVE,ORCHARD GROVE,WASHTENAW,2017-12-31,2017,3.0,False,,2025.0,,,,,
MI0040503,MI0040503,ORCHARD GROVE,ORCHARD GROVE,WASHTENAW,2020-12-31,2020,2.0,False,,2025.0,,,,,
MI0040503,MI0040503,ORCHARD GROVE,ORCHARD GROVE,WASHTENAW,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0040504,MI0040504-a,PLEASANT LAKE MOBILE HOME PARK,PLEASANT LAKE MOBILE HOME PARK,WASHTENAW,2017-12-31,2017,3.0,False,,2025.0,,,,,
MI0040504,MI0040504-a,PLEASANT LAKE MOBILE HOME PARK,PLEASANT LAKE MOBILE HOME PARK,WASHTENAW,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040504,MI0040504-b,PLEASANT LAKE PARK LLC,PLEASANT LAKE PARK LLC,WASHTENAW,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0040504,MI0040504-b,PLEASANT LAKE PARK LLC,PLEASANT LAKE PARK LLC,WASHTENAW,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,,,False
MI0040515,MI0040515,RIVERSBEND MOBILE HOME PARK,RIVERSBEND MOBILE HOME PARK,DICKINSON,2018-12-31,2018,2.0,False,,2025.0,,,,,
MI0040515,MI0040515,RIVERSBEND MOBILE HOME PARK,RIVERSBEND MOBILE HOME PARK,DICKINSON,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0040515,MI0040515,RIVERSBEND MOBILE HOME PARK,RIVERSBEND MOBILE HOME PARK,DICKINSON,2024-12-31,2024,13.0,True,,2025.0,,,,,
MI0040516,MI0040516,WHITE BIRCH MOBILE HOME VILLAGE,WHITE BIRCH MOBILE HOME VILLAGE,DICKINSON,2018-12-31,2018,7.0,False,,2025.0,,,,,
MI0040516,MI0040516,WHITE BIRCH MOBILE HOME VILLAGE,WHITE BIRCH MOBILE HOME VILLAGE,DICKINSON,2021-12-31,2021,2.0,False,,2025.0,,,,,
MI0040516,MI0040516,WHITE BIRCH MOBILE HOME VILLAGE,WHITE BIRCH MOBILE HOME VILLAGE,DICKINSON,2022-12-31,2022,1.0,False,,2025.0,,,,,
MI0040516,MI0040516,WHITE BIRCH MOBILE HOME VILLAGE,WHITE BIRCH MOBILE HOME VILLAGE,DICKINSON,2024-12-31,2024,2.0,False,,2025.0,,,,,
MI0040519,MI0040519,SILVER CREEK ESTATES MOBILE HOME COURT,SILVER CREEK ESTATES MOBILE HOME COURT,MARQUETTE,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0040519,MI0040519,SILVER CREEK ESTATES MOBILE HOME COURT,SILVER CREEK ESTATES MOBILE HOME COURT,MARQUETTE,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0040519,MI0040519,SILVER CREEK ESTATES MOBILE HOME COURT,SILVER CREEK ESTATES MOBILE HOME COURT,MARQUETTE,2024-12-31,2024,15.0,True,,2025.0,,,,,
MI0040520,MI0040520-a,553 MOBILE ESTATES,553 MOBILE ESTATES,MARQUETTE,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040520,MI0040520-a,553 MOBILE ESTATES,553 MOBILE ESTATES,MARQUETTE,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040520,MI0040520-b,HWY M553 MOBILE ESTATES,HWY M553 MOBILE ESTATES,MARQUETTE,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040525,MI0040525,PINE ACRES MOBILE HOME PARK,PINE ACRES MOBILE HOME PARK,MARQUETTE,2016-12-31,2016,1.0,False,,2025.0,,,,,
MI0040525,MI0040525,PINE ACRES MOBILE HOME PARK,PINE ACRES MOBILE HOME PARK,MARQUETTE,2019-12-31,2019,1.0,False,,2025.0,,,,,
MI0040525,MI0040525,PINE ACRES MOBILE HOME PARK,PINE ACRES MOBILE HOME PARK,MARQUETTE,2022-12-31,2022,1.0,False,,2025.0,,,,,
MI0040525,MI0040525,PINE ACRES MOBILE HOME PARK,PINE ACRES MOBILE HOME PARK,MARQUETTE,2025-12-31,2025,1.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0040554,MI0040554,BEAN CREEK RESORT,BEAN CREEK RESORT,LENAWEE,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040554,MI0040554,BEAN CREEK RESORT,BEAN CREEK RESORT,LENAWEE,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0040554,MI0040554,BEAN CREEK RESORT,BEAN CREEK RESORT,LENAWEE,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040561,MI0040561,WHITE BIRCH ESTATES,WHITE BIRCH ESTATES,OSCEOLA,2018-12-31,2018,3.0,False,,2025.0,,,,,
MI0040561,MI0040561,WHITE BIRCH ESTATES,WHITE BIRCH ESTATES,OSCEOLA,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0040561,MI0040561,WHITE BIRCH ESTATES,WHITE BIRCH ESTATES,OSCEOLA,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0040563,MI0040563,DUMONT CREEK ESTATES,DUMONT CREEK ESTATES,ALLEGAN,2017-12-31,2017,1.0,False,,2025.0,,,,,
MI0040563,MI0040563,DUMONT CREEK ESTATES,DUMONT CREEK ESTATES,ALLEGAN,2020-12-31,2020,1.0,False,,2025.0,,,,,
MI0040563,MI0040563,DUMONT CREEK ESTATES,DUMONT CREEK ESTATES,ALLEGAN,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040564,MI0040564,WOODCREEK MOBILE ESTATES,WOODCREEK MOBILE ESTATES,IONIA,2017-12-31,2017,0.0,False,,,,,,,
MI0040566,MI0040566,GLENWOOD ESTATES,GLENWOOD ESTATES,KENT,2016-12-31,2016,1.0,False,,2025.0,,,,,
MI0040566,MI0040566,GLENWOOD ESTATES,GLENWOOD ESTATES,KENT,2019-12-31,2019,3.0,False,,2025.0,,,,,
MI0040566,MI0040566,GLENWOOD ESTATES,GLENWOOD ESTATES,KENT,2023-12-31,2023,6.0,False,,2025.0,,,,,
MI0040566,MI0040566,GLENWOOD ESTATES,GLENWOOD ESTATES,KENT,2024-12-31,2024,3.0,False,,2025.0,,,,,
MI0040571,MI0040571,MISTY MEADOWS MOBILE HOME PARK,MISTY MEADOWS MOBILE HOME PARK,HURON,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0040571,MI0040571,MISTY MEADOWS MOBILE HOME PARK,MISTY MEADOWS MOBILE HOME PARK,HURON,2019-12-31,2019,2.0,False,,2025.0,,,,,
MI0040571,MI0040571,MISTY MEADOWS MOBILE HOME PARK,MISTY MEADOWS MOBILE HOME PARK,HURON,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0040571,MI0040571,MISTY MEADOWS MOBILE HOME PARK,MISTY MEADOWS MOBILE HOME PARK,HURON,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0040574,MI0040574,TIMBER COUNTRY MOBILE HOME PARK,TIMBER COUNTRY MOBILE HOME PARK,GRATIOT,2018-12-31,2018,3.0,False,,2025.0,,,,,
MI0040574,MI0040574,TIMBER COUNTRY MOBILE HOME PARK,TIMBER COUNTRY MOBILE HOME PARK,GRATIOT,2021-12-31,2021,2.0,False,,2025.0,,,,,
MI0040574,MI0040574,TIMBER COUNTRY MOBILE HOME PARK,TIMBER COUNTRY MOBILE HOME PARK,GRATIOT,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0040575,MI0040575,SASHABAW MEADOWS MHP,SASHABAW MEADOWS MHP,OAKLAND,2018-12-31,2018,2.0,False,,2025.0,,,,,
MI0040575,MI0040575,SASHABAW MEADOWS MHP,SASHABAW MEADOWS MHP,OAKLAND,2021-12-31,2021,2.0,False,,2025.0,,,,,
MI0040575,MI0040575,SASHABAW MEADOWS MHP,SASHABAW MEADOWS MHP,OAKLAND,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0040576,MI0040576,WHISPERING PINES,WHISPERING PINES,KENT,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040576,MI0040576,WHISPERING PINES,WHISPERING PINES,KENT,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040576,MI0040576,WHISPERING PINES,WHISPERING PINES,KENT,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040577,MI0040577,PINE ISLAND LAKE REC PARK,PINE ISLAND LAKE REC PARK,MUSKEGON,2017-12-31,2017,2.0,False,,2025.0,,,,,
MI0040577,MI0040577,PINE ISLAND LAKE REC PARK,PINE ISLAND LAKE REC PARK,MUSKEGON,2020-12-31,2020,2.0,False,,2025.0,,,,,
MI0040577,MI0040577,PINE ISLAND LAKE REC PARK,PINE ISLAND LAKE REC PARK,MUSKEGON,2023-12-31,2023,4.0,False,,2025.0,,,,,
MI0040580,MI0040580,KAMP VILLA RV PARK,KAMP VILLA RV PARK,MANISTEE,2017-12-31,2017,10.0,False,,2025.0,,,,,
MI0040580,MI0040580,KAMP VILLA RV PARK,KAMP VILLA RV PARK,MANISTEE,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040580,MI0040580,KAMP VILLA RV PARK,KAMP VILLA RV PARK,MANISTEE,2023-12-31,2023,7.0,False,,2025.0,,,,,
MI0040585,MI0040585,YANKEE SPRINGS MEADOWS,YANKEE SPRINGS MEADOWS,BARRY,2017-12-31,2017,1.0,False,,2025.0,,,,,
MI0040585,MI0040585,YANKEE SPRINGS MEADOWS,YANKEE SPRINGS MEADOWS,BARRY,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040585,MI0040585,YANKEE SPRINGS MEADOWS,YANKEE SPRINGS MEADOWS,BARRY,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040586,MI0040586,LINCOLN PINES,LINCOLN PINES,KENT,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0040586,MI0040586,LINCOLN PINES,LINCOLN PINES,KENT,2020-12-31,2020,1.0,False,,2025.0,,,,,
MI0040586,MI0040586,LINCOLN PINES,LINCOLN PINES,KENT,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0040586,MI0040586,LINCOLN PINES,LINCOLN PINES,KENT,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0040586,MI0040586,LINCOLN PINES,LINCOLN PINES,KENT,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040586,MI0040586,LINCOLN PINES,LINCOLN PINES,KENT,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0040586,MI0040586,LINCOLN PINES,LINCOLN PINES,KENT,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0040587,MI0040587-a,EVERGREEN VILLAGE MH PARK,EVERGREEN VILLAGE MH PARK,NEWAYGO,2017-12-31,2017,2.0,False,,2025.0,,,,,
MI0040587,MI0040587-a,EVERGREEN VILLAGE MH PARK,EVERGREEN VILLAGE MH PARK,NEWAYGO,2020-12-31,2020,2.0,False,,2025.0,,,,,
MI0040587,MI0040587-b,HESPERIA MHP LLC,HESPERIA MHP LLC,NEWAYGO,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0040591,MI0040591,COUNTRY HILL PINES,COUNTRY HILL PINES,SANILAC,2016-12-31,2016,1.0,False,,2025.0,,,,,
MI0040591,MI0040591,COUNTRY HILL PINES,COUNTRY HILL PINES,SANILAC,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0040591,MI0040591,COUNTRY HILL PINES,COUNTRY HILL PINES,SANILAC,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0040591,MI0040591,COUNTRY HILL PINES,COUNTRY HILL PINES,SANILAC,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0040592,MI0040592,SANDHILL ESTATES,SANDHILL ESTATES,LAPEER,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0040592,MI0040592,SANDHILL ESTATES,SANDHILL ESTATES,LAPEER,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0040592,MI0040592,SANDHILL ESTATES,SANDHILL ESTATES,LAPEER,2022-12-31,2022,3.0,False,,2025.0,,,,,
MI0040592,MI0040592,SANDHILL ESTATES,SANDHILL ESTATES,LAPEER,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0040594,MI0040594,NORTHFIELD ESTATES,NORTHFIELD ESTATES,WASHTENAW,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040594,MI0040594,NORTHFIELD ESTATES,NORTHFIELD ESTATES,WASHTENAW,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040594,MI0040594,NORTHFIELD ESTATES,NORTHFIELD ESTATES,WASHTENAW,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040594,MI0040594,NORTHFIELD ESTATES,NORTHFIELD ESTATES,WASHTENAW,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0040598,MI0040598-b,SIMMONS MOBILE HOME PARK,SIMMONS MOBILE HOME PARK,CASS,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040598,MI0040598-b,SIMMONS MOBILE HOME PARK,SIMMONS MOBILE HOME PARK,CASS,2020-12-31,2020,1.0,False,,2025.0,,,,,
MI0040598,MI0040598-a,COUNTRY VIEW MOBILE HOME COMMUNITY,COUNTRY VIEW MOBILE HOME COMMUNITY,CASS,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0040599,MI0040599,CADGEWITH FARMS,CADGEWITH FARMS,CLINTON,2018-12-31,2018,4.0,False,,2025.0,,,,,
MI0040599,MI0040599,CADGEWITH FARMS,CADGEWITH FARMS,CLINTON,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0040599,MI0040599,CADGEWITH FARMS,CADGEWITH FARMS,CLINTON,2024-12-31,2024,2.0,False,,2025.0,,,,,
MI0040600,MI0040600,EGELCRAFT MOBILE HOME PARK,EGELCRAFT MOBILE HOME PARK,MUSKEGON,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0040600,MI0040600,EGELCRAFT MOBILE HOME PARK,EGELCRAFT MOBILE HOME PARK,MUSKEGON,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0040600,MI0040600,EGELCRAFT MOBILE HOME PARK,EGELCRAFT MOBILE HOME PARK,MUSKEGON,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0040601,MI0040601,PINE RIDGE MOBILE HOME COMMUNITY,PINE RIDGE MOBILE HOME COMMUNITY,GENESEE,2017-12-31,2017,1.0,False,,2025.0,,,,,
MI0040601,MI0040601,PINE RIDGE MOBILE HOME COMMUNITY,PINE RIDGE MOBILE HOME COMMUNITY,GENESEE,2019-06-30,2019,0.0,False,,2025.0,,,,,
MI0040601,MI0040601,PINE RIDGE MOBILE HOME COMMUNITY,PINE RIDGE MOBILE HOME COMMUNITY,GENESEE,2019-12-31,2019,0.0,False,,2025.0,,,,,
